id_inmueble,Superficie construida,Superficie útil,Habitaciones,Baños,Terraza,Balcón,Plaza de garaje,Estado,Armarios empotrados,Calefacción,Orientación,Calefacción individual,Consumo,Emisiones,Barrio,Distrito,Precio,Calefacción central,3
104944813,208.0,184.0,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Eléctrica,,,Barrio El Pla del Remei,Distrito L'Eixample,1300000,,
104959210,305.0,260.0,6 habitaciones,3 baños,Terraza,,Plaza de garaje incluida en el precio,,,,Orientación este,Gas natural,,,Barrio El Pla del Remei,Distrito L'Eixample,1000000,,
104714328,110.0,100.0,3 habitaciones,3 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, oeste",Eléctrica,,,Barrio Penya-Roja,Distrito Camins al Grau,480000,,
103775524,127.0,125.0,3 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,No dispone de calefacción,"Orientación norte, sur, oeste",,,,Barrio Ciutat de les Arts i de les Ciencies,Distrito Quatre Carreres,575000,,
104836355,391.0,291.0,4 habitaciones,4 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este, oeste",Gas natural,130 kWh/m² año,33 kg CO2/m² año,Barrio Penya-Roja,Distrito Camins al Grau,1250000,,
104743405,98.0,,2 habitaciones,,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,Gas natural,192 kWh/m² año,32 kg CO2/m² año,Barrio Penya-Roja,Distrito Camins al Grau,365000,,
104162977,290.0,275.0,5 habitaciones,3 baños,Terraza,,,Segunda mano/buen estado,,,"Orientación sur, este",Eléctrica,,,Barrio Sant Francesc,Distrito Ciutat Vella,1495000,,
102838829,251.0,176.0,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,,Armarios empotrados,,Orientación este,Gas natural,74 kWh/m² año,13 kg CO2/m² año,Barrio Exposició,Distrito El Pla del Real,900000,,
96463869,264.0,221.0,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur",Gas natural,2882 kWh/m² año,878 kg CO2/m² año,Barrio El Pla del Remei,Distrito L'Eixample,850000,,
104392000,225.0,163.0,3 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,,,50 kWh/m² año,15 kg CO2/m² año,Barrio Sant Pau,Distrito Campanar,1250000,,
103771127,127.0,122.0,3 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,,"Orientación norte, este",Eléctrica,,,Barrio Ciutat de les Arts i de les Ciencies,Distrito Quatre Carreres,575000,,
104708285,69.0,60.0,,2 baños,,,,Segunda mano/buen estado,,Calefacción central,Orientación este,,,,Barrio Vara de Quart,Distrito Patraix,159000,,
104731389,122.0,,2 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,,,"Orientación norte, sur, este",Bomba de frío/calor,130 kWh/m² año,33 kg CO2/m² año,Barrio La Roqueta,Distrito Extramurs,575000,,
104174932,146.0,130.0,4 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,Orientación sur,,,,Barrio Exposició,Distrito El Pla del Real,540000,,
104772892,118.0,,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,Calefacción individual,,,,,Barrio Albors,Distrito Camins al Grau,475000,,
102064398,297.0,233.0,5 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, oeste",Gas natural,,,Barrio Jaume Roig,Distrito El Pla del Real,795000,,
104743840,110.0,100.0,2 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, oeste",Gas natural,,,Barrio Russafa,Distrito L'Eixample,350000,,
104770342,115.0,95.0,2 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, oeste",Eléctrica,,,Barrio El Carme,Distrito Ciutat Vella,600000,,
104900426,59.0,55.0,,2 baños,,,,Segunda mano/buen estado,,,Orientación este,,,,Barrio Vara de Quart,Distrito Patraix,155000,,
104695771,117.0,110.0,,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,,Orientación este,Bomba de frío/calor,,,Barrio Vara de Quart,Distrito Patraix,189000,,
104022904,218.0,168.0,3 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,,,Barrio Penya-Roja,Distrito Camins al Grau,990000,,
97778515,290.0,275.0,5 habitaciones,3 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,,,,,Barrio Sant Francesc,Distrito Ciutat Vella,1495000,,
100153353,368.0,322.0,6 habitaciones,6 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,,90 kWh/m² año,35 kg CO2/m² año,Barrio Penya-Roja,Distrito Camins al Grau,1575000,Gas,
101610881,130.0,,2 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,Gas natural,,,Barrio Penya-Roja,Distrito Camins al Grau,870000,,
104899018,105.0,95.0,3 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación norte, sur",,,,Barrio Nou Benicalap,Distrito Benicalap,350000,,
104203870,148.0,135.0,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur",Eléctrica,,,Barrio La Roqueta,Distrito Extramurs,550000,,
104242821,116.0,,2 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,,Calefacción individual,"Orientación sur, este, oeste",,130 kWh/m² año,33 kg CO2/m² año,Barrio La Roqueta,Distrito Extramurs,575000,,
103803623,155.0,145.0,5 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,Orientación norte,,,,Barrio Camí de Vera,Distrito Benimaclet,285000,,
104695223,62.0,60.0,,2 baños,,,,Segunda mano/buen estado,,,Orientación este,Bomba de frío/calor,,,Barrio Vara de Quart,Distrito Patraix,149000,,
103803623,155.0,145.0,5 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,Orientación norte,,,,Barrio Camí de Vera,Distrito Benimaclet,285000,,
104203870,148.0,135.0,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur",Eléctrica,,,Barrio La Roqueta,Distrito Extramurs,550000,,
104695223,62.0,60.0,,2 baños,,,,Segunda mano/buen estado,,,Orientación este,Bomba de frío/calor,,,Barrio Vara de Quart,Distrito Patraix,149000,,
104178572,210.0,205.0,6 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, oeste",Eléctrica,,,Barrio Arrancapins,Distrito Extramurs,480000,,
104712431,284.0,244.0,5 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este",Eléctrica,,,Barrio Jaume Roig,Distrito El Pla del Real,940000,,
103875321,225.0,207.0,3 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,Gas natural,,,Barrio Sant Francesc,Distrito Ciutat Vella,1300000,,
104243657,132.0,,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,No dispone de calefacción,Orientación este,,84 kWh/m² año,,,Distrito Camins al Grau,480000,,València
104343641,105.0,96.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación sur, este",,,,,Distrito L'Olivereta,235000,,València
104576743,250.0,,5 habitaciones,3 baños,Terraza,,,Segunda mano/buen estado,,,,Gas natural,142 kWh/m² año,29 kg CO2/m² año,,Distrito Campanar,575000,,València
103344400,680.0,,5 habitaciones,6 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este, oeste",,146 kWh/m² año,29 kg CO2/m² año,,Distrito El Pla del Real,8600000,Gas,València
104802559,225.0,,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción central,"Orientación norte, sur, este, oeste",,,,Barrio La Xerea,Distrito Ciutat Vella,825000,,
34081580,233.0,,4 habitaciones,4 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Gas natural,,,Barrio El Mercat,Distrito Ciutat Vella,900000,,
31789821,370.0,,6 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación norte, sur, este, oeste",,,,Barrio Sant Francesc,Distrito Ciutat Vella,650000,,
103647229,153.0,120.0,2 habitaciones,2 baños,,,,Segunda mano/buen estado,,No dispone de calefacción,,,118 kWh/m² año,24 kg CO2/m² año,,Distrito Ciutat Vella,535000,,València
104016836,226.0,206.0,3 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,Bomba de frío/calor,,,,Distrito Poblats Marítims,790000,,València
104650570,107.0,100.0,2 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje por 30.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,,,,Distrito Ciutat Vella,440000,,València
100584712,169.0,,4 habitaciones,3 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,,,Gas natural,,,,Distrito El Pla del Real,769500,,València
104661575,102.0,95.0,2 habitaciones,2 baños,,Balcón,Plaza de garaje por 13.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Bomba de frío/calor,,,,Distrito Extramurs,310000,,València
91003912,169.0,158.0,4 habitaciones,2 baños,,,,,,No dispone de calefacción,"Orientación norte, sur",,123 kWh/m² año,25 kg CO2/m² año,Barrio Russafa,Distrito L'Eixample,510000,,
104179918,120.0,108.0,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,Gas natural,,,Barrio Trinitat,Distrito La Saïdia,320000,,
98270217,265.0,,6 habitaciones,5 baños,,Balcón,,,,No dispone de calefacción,"Orientación norte, sur",,125 kWh/m² año,33 kg CO2/m² año,Barrio Sant Francesc,Distrito Ciutat Vella,650000,,
103735718,140.0,,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, oeste",Gas natural,192 kWh/m² año,32 kg CO2/m² año,Barrio El Carme,Distrito Ciutat Vella,379000,,
102679025,287.0,,5 habitaciones,3 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este, oeste",,130 kWh/m² año,33 kg CO2/m² año,Barrio Russafa,Distrito L'Eixample,695000,Gas,
99408458,172.0,152.0,4 habitaciones,2 baños,,,,Segunda mano/buen estado,,,Orientación sur,Gas natural,"78,95 kWh/m² año","15,84 kg CO2/m² año",Barrio Sant Francesc,Distrito Ciutat Vella,624900,,
97477848,167.0,,4 habitaciones,3 baños,,Balcón,Plaza de garaje por 40.000 € adicionales,Segunda mano/buen estado,,,Orientación sur,Gas natural,,,Barrio La Xerea,Distrito Ciutat Vella,500000,,
99972502,326.0,,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,,Orientación este,Gas natural,,,Barrio Playa de la Malvarrosa,Distrito Poblats Marítims,798000,,
104440871,137.0,123.0,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,Orientación este,,,,Barrio Patraix,Distrito Patraix,230000,,
101503654,62.0,58.0,,2 baños,,,,Segunda mano/buen estado,,Calefacción central,Orientación este,,,,Barrio Vara de Quart,Distrito Patraix,149000,,
104144049,135.0,,5 habitaciones,2 baños,,,,Segunda mano/buen estado,,Calefacción individual,"Orientación sur, este, oeste",,139 kWh/m² año,26 kg CO2/m² año,Barrio El Cabanyal-El Canyamelar,Distrito Poblats Marítims,399000,,
104218412,84.0,72.0,3 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, oeste",Eléctrica,,,Barrio Morvedre,Distrito La Saïdia,320000,,
104788417,148.0,119.0,3 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,,,160 kWh/m² año,55 kg CO2/m² año,Barrio El Botànic,Distrito Extramurs,440000,,
100203413,158.0,,2 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Gas natural,130 kWh/m² año,33 kg CO2/m² año,Barrio Sant Francesc,Distrito Ciutat Vella,710000,,
102199427,95.0,,,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Eléctrica,91 kWh/m² año,33 kg CO2/m² año,Barrio El Carme,Distrito Ciutat Vella,320000,,
104201320,368.0,,5 habitaciones,6 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación sur, oeste",,76 kWh/m² año,14 kg CO2/m² año,Barrio El Pla del Remei,Distrito L'Eixample,1680000,,
103608757,286.0,,5 habitaciones,5 baños,,,,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,Gas natural,192 kWh/m² año,35 kg CO2/m² año,Barrio Sant Francesc,Distrito Ciutat Vella,850000,,
104847753,95.0,90.0,3 habitaciones,,,,,Segunda mano/buen estado,,,"Orientación norte, este, oeste",,,,Barrio L'Illa Perduda,Distrito Algirós,215000,,
98270267,200.0,185.0,4 habitaciones,3 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Gas natural,160 kWh/m² año,45 kg CO2/m² año,Barrio El Pla del Remei,Distrito L'Eixample,990000,,
104760985,115.0,106.0,3 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este",Eléctrica,,,Barrio L'Illa Perduda,Distrito Algirós,270000,,
104852101,145.0,138.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje por 30.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, este",Eléctrica,,,Barrio Patraix,Distrito Patraix,290000,,
104799343,108.0,95.0,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, este",Gas natural,,,Barrio La Creu del Grau,Distrito Camins al Grau,300000,,
104716460,98.0,91.0,2 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, este",Gas natural,,,Barrio Patraix,Distrito Patraix,249000,,
102345377,163.0,,6 habitaciones,2 baños,,,,,,,Orientación este,Bomba de frío/calor,,,Barrio Russafa,Distrito L'Eixample,480000,,
99977200,190.0,,4 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio Playa de la Malvarrosa,Distrito Poblats Marítims,798000,Gas,
101595771,148.0,,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,No dispone de calefacción,Orientación sur,,,,Barrio La Roqueta,Distrito Extramurs,550000,,
104329827,133.0,129.0,2 habitaciones,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,Calefacción central,"Orientación sur, este",,,,Barrio Vara de Quart,Distrito Patraix,189000,,
104109291,320.0,294.0,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, este, oeste",Eléctrica,,,Barrio La Roqueta,Distrito Extramurs,995000,,
103479633,212.0,184.0,4 habitaciones,3 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Eléctrica,,,Barrio Sant Francesc,Distrito Ciutat Vella,1200000,,
104032872,104.0,100.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",,,,Barrio Mont-Olivet,Distrito Quatre Carreres,234000,,
104167169,118.0,115.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",,,,Barrio Patraix,Distrito Patraix,275000,,
104546648,58.0,54.0,2 habitaciones,2 baños,,,,Segunda mano/buen estado,,,Orientación norte,Eléctrica,,,Barrio Russafa,Distrito L'Eixample,315000,,
103888039,63.0,58.0,2 habitaciones,,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,Eléctrica,,,Barrio Sant Pau,Distrito Campanar,325000,,
104167111,95.0,90.0,3 habitaciones,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,,,,Barrio Vara de Quart,Distrito Patraix,210000,,
104372930,117.0,92.0,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este, oeste",Gas natural,,,Barrio Ciutat de les Arts i de les Ciencies,Distrito Quatre Carreres,498000,,
104840280,74.0,,2 habitaciones,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción central,"Orientación sur, este",,130 kWh/m² año,33 kg CO2/m² año,,Distrito L'Eixample,336000,,València
104154836,119.0,117.0,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, este",Eléctrica,,,Barrio Campanar,Distrito Campanar,240000,,
104326500,91.0,81.0,2 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, oeste",Eléctrica,,,Barrio Sant Pau,Distrito Campanar,365000,,
102071503,201.0,185.0,4 habitaciones,3 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, oeste",Eléctrica,,,Barrio Penya-Roja,Distrito Camins al Grau,850000,,
97010658,155.0,144.0,4 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,108 kWh/m² año,21 kg CO2/m² año,Barrio La Petxina,Distrito Extramurs,450000,,
104167607,192.0,174.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Gas natural,,,Barrio La Roqueta,Distrito Extramurs,480000,,
103479633,212.0,184.0,4 habitaciones,3 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Eléctrica,,,Barrio Sant Francesc,Distrito Ciutat Vella,1200000,,
104650854,365.0,331.0,5 habitaciones,4 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Gas natural,156 kWh/m² año,31 kg CO2/m² año,,Distrito Ciutat Vella,1350000,,València
96517210,210.0,,4 habitaciones,4 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Bomba de frío/calor,,,Barrio El Carme,Distrito Ciutat Vella,1350000,,
103199824,197.0,,5 habitaciones,2 baños,Terraza,,Plaza de garaje por 40.000 € adicionales,,Armarios empotrados,,,,,,Barrio Sant Francesc,Distrito Ciutat Vella,510000,,
101624502,198.0,,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Gas natural,,,Barrio Ciutat de les Arts i de les Ciencies,Distrito Quatre Carreres,990000,,
104068378,144.0,130.0,2 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Gas natural,,,Barrio Gran Vía,Distrito L'Eixample,1100000,,
104398625,142.0,,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,,Armarios empotrados,,"Orientación norte, oeste",Bomba de frío/calor,,,Barrio Sant Francesc,Distrito Ciutat Vella,590000,,
104601825,267.0,,6 habitaciones,3 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, oeste",Gas natural,145 kWh/m² año,26 kg CO2/m² año,Barrio Gran Vía,Distrito L'Eixample,1700000,,
102136393,81.0,77.0,3 habitaciones,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación sur, este",,,,Barrio La Roqueta,Distrito Extramurs,240000,,
105004725,140.0,125.0,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Gas natural,,,Barrio Nou Moles,Distrito L'Olivereta,249999,,
104584263,234.0,186.0,4 habitaciones,3 baños,,,Plaza de garaje por 50.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este, oeste",Eléctrica,,,Barrio El Botànic,Distrito Extramurs,539000,,
103448496,99.0,83.0,3 habitaciones,2 baños,,,,,,,,,,,Barrio Russafa,Distrito L'Eixample,490000,,
104865249,109.0,99.0,3 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,,,,Distrito Extramurs,350000,,València
104168908,200.0,183.0,5 habitaciones,3 baños,Terraza,,,Segunda mano/buen estado,,,"Orientación norte, este",Eléctrica,,,,Distrito Patraix,700000,,València
104551154,379.0,,3 habitaciones,3 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,,Eléctrica,192 kWh/m² año,32 kg CO2/m² año,,Distrito Extramurs,690000,,València
103772765,118.0,,4 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,,No dispone de calefacción,Orientación norte,,,,Barrio Aiora,Distrito Camins al Grau,235000,,
95353702,231.0,,3 habitaciones,3 baños,,Balcón,,Segunda mano/buen estado,,,,,,,,Distrito Ciutat Vella,1400000,,València
104221889,228.0,,5 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, oeste",,,,,Distrito L'Eixample,1250000,,València
101551475,138.0,,3 habitaciones,3 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Bomba de frío/calor,"100,59 kWh/m² año","19,49 kg CO2/m² año",Barrio El Pilar,Distrito Ciutat Vella,385000,,
104088698,130.0,,2 habitaciones,2 baños,,Balcón,,,Armarios empotrados,,"Orientación este, oeste",Gas natural,,,Barrio Russafa,Distrito L'Eixample,385000,,
105003078,70.0,67.0,3 habitaciones,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Bomba de frío/calor,80 kWh/m² año,16 kg CO2/m² año,Barrio Benicalap,Distrito Benicalap,180000,,
104972945,132.0,106.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, oeste",Gas natural,74 kWh/m² año,25 kg CO2/m² año,Barrio L'Illa Perduda,Distrito Algirós,355000,,
104614413,105.0,96.0,4 habitaciones,2 baños,,,,Segunda mano/buen estado,,No dispone de calefacción,,,,,,Distrito Extramurs,295000,,València
103627494,89.0,,3 habitaciones,,,,,Segunda mano/buen estado,,No dispone de calefacción,,,,,,Distrito L'Olivereta,180000,,València
103987739,200.0,188.0,4 habitaciones,3 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, oeste",Gas natural,,,Barrio Exposició,Distrito El Pla del Real,875000,,
104948109,122.0,111.0,4 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,192 kWh/m² año,32 kg CO2/m² año,Barrio L'Hort de Senabre,Distrito Jesús,295000,,
103721007,142.0,,3 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,,No dispone de calefacción,"Orientación norte, sur, este",,,,Barrio Tres Forques,Distrito L'Olivereta,279000,,
103939393,62.0,57.0,2 habitaciones,,,,,Segunda mano/buen estado,,Calefacción individual,,,,,Barrio Arrancapins,Distrito Extramurs,187500,,
104420007,87.0,,2 habitaciones,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción central,"Orientación sur, oeste",,,,Barrio Sant Pau,Distrito Campanar,295000,,
100690000,155.0,146.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Bomba de frío/calor,,,Barrio La Xerea,Distrito Ciutat Vella,535000,,
104547320,120.0,111.0,3 habitaciones,,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, este",Gas natural,,,Barrio El Calvari,Distrito Campanar,335000,,
103169006,166.0,120.0,4 habitaciones,3 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,,,,Barrio Nou Campanar,Distrito Campanar,685000,Gas,
103922862,262.0,245.0,2 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,Eléctrica,,,Barrio El Carme,Distrito Ciutat Vella,549000,,
104124516,320.0,,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este",,,,Barrio Sant Pau,Distrito Campanar,1200000,Gas,
103323139,140.0,,3 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,,,Gas natural,,,Barrio Sant Francesc,Distrito Ciutat Vella,498000,,
104724138,152.0,,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, oeste",Eléctrica,,,Barrio Penya-Roja,Distrito Camins al Grau,650000,,
104803754,112.0,95.0,3 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,Calefacción central,,,,,Barrio Ciutat de les Arts i de les Ciencies,Distrito Quatre Carreres,790000,,
104764187,143.0,132.0,4 habitaciones,2 baños,,Balcón,,,Armarios empotrados,,"Orientación norte, sur",,,,,Distrito Extramurs,380000,,València
103489393,299.0,270.0,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación este, oeste",,,,Barrio Jaume Roig,Distrito El Pla del Real,950000,,
103128235,145.0,,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,"Orientación este, oeste",,,,,Distrito Ciutat Vella,985000,,València
101718756,92.0,,2 habitaciones,,Terraza,,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,,,Barrio Sant Francesc,Distrito Ciutat Vella,350000,,
104476884,110.0,,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Gas natural,130 kWh/m² año,33 kg CO2/m² año,Barrio Arrancapins,Distrito Extramurs,320000,,
